dialogueId,utteranceNo,authorRole,utterances,Marker1,Marker2,Cause1,Cause2
3244,27,victim,What will be the charges for this service?,,,,
3244,28,counselor,Please be free from this worrying. it's absolutely free.,,,,
3244,29,victim,"Thanks Rakshak, you are too good. Bye now. ",,,,
3244,30,counselor,"Thanks for visiting us at, Rakshak. Kindly keep yourself updated with the latest cybercrime news and safety tips with Cyber Dost https://twitter.com/Cyberdost. Have a great day ahead! ",,,,
3245,0,counselor,Rakshak welcomes you here in a safe and secure environment.,,,,
3245,1,victim,"I am so disturbed, please help me Rakshak. ","I am so disturbed, please help me Rakshak. ",,,
3245,2,counselor,Please calm down and have patience. We are here to assist you in every possible way. Would you please be comfortable sharing that who is interacting with Rakshak?,,,,
3245,3,victim,I am <person_name> and I am <person_age> years old.,,,,
3245,4,counselor,"Hi <person_name>, would you please share your issue in detail to assist you in a better way? ",please share your issue in detail ,,,
3245,5,victim,I was very closed to my brother's friend. We are intimated but that mother-fucker refusing to marry me but still want to play with my body.,,,We are intimated but that mother-fucker refusing to marry me but still want to play with my body.,
3245,6,counselor,It's really disgusting. Please keep calm. You are not alone here. Would you please be comfortable sharing that for how long you have been facing this issue?,It's really disgusting,You are not alone here.,,
3245,7,victim,I am having this issue for last two months.,I am having this issue for last two months.,,,
3245,8,counselor,Please stay strong and be patient. We will sort this out very soon. Would you please tell us that has he got intimated with you with your agreement?,Please stay strong and be patient.,,,
3245,9,victim,"Yes, but now he harassing me through the pics and videos we had clicked. He sends that pics and videos to my other male friends. ",he harassing me through the pics and videos we had clicked,,He sends that pics and videos to my other male friends.,
3245,10,counselor,Would you please share what kinds of pics and how these pics are harming your image among your friends?,,,how these pics are harming your image among your friends,
3245,11,victim,Are you out of your mind. I told you that when we are getting intimated we had clicked some pics and shoot some videos. He sharing that videos and playing with my emotions.,playing with my emotions,,when we are getting intimated we had clicked some pics and shoot some videos. He sharing that videos,
3245,12,counselor,I am sorry to make you annoyed. We were not intended to do so. Would you please tell us why is he doing this to you?,,,,
3245,13,victim,Rakshak you are really bothering me. I already told you that he is harassing me he just want to play with my body.,he is harassing me,,he just want to play with my body,
3245,14,counselor,I am sorry to make such questions to investigate the actual cause of this problem. Would you please tell us that has he made any other demands like money or jewelleries etc?,,,,
3245,15,victim,"No, that rascal just wants me to go in his bed whenever he ask me to do so. ",,,that rascal just wants me to go in his bed whenever he ask me to do so.,
3245,16,counselor,It's really disgusting. How a true lover can do such things to her beloved. Would you please tell us that which social media is he using to share the pics and videos with your friends?,It's really disgusting,How a true lover can do such things to her beloved.,which social media is he using to share the pics and videos with your friends,
3245,17,victim,Facebook and Instagram. I am helpless completely.,I am helpless completely.,,,
3245,18,counselor,Would you please tell us how have you come to know that he is sharing your private pics with his friends?,,,he is sharing your private pics with his friends,
3245,19,victim,You are not reading my text properly. He is sending that pics and videos to my friends. They told me.,,,He is sending that pics and videos to my friends.,
3245,20,counselor,Would you please tell us that have you tried to report/block him on the respective platform?,have you tried to report/block him,,,
3245,21,victim,"Yes, but it was useless. ",,,,
3245,22,counselor,"Thanks for being patient while replying to all the questions. This is an instance of online harassment which is an offense under 354A of IPC through the Criminal Law (Amendment) Act, 2013. You can report this to Cyber Cell, National Commission for Women, and Ministry for Women and Child Development. ",This is an instance of online harassment,,,
3245,23,victim,"I will definitely go for a legal action, but now I need some counselling help. Would you please help me regarding that? ",I will definitely go for a legal action,,,
3245,24,counselor,"Of course, we can assist you with a few counseling options like National Commission for Women Helpline Assistance and Women In-Distress. Which one you would like to opt for?   ",,,,
3245,25,victim,I would go for a National Commission for Women for counselling assistance.,,,,
3245,26,counselor,Thanks for choosing this service. You may call on 7827170170 for Information/Support/Counselling options by 24*7 for nationwide.,,,,
3245,27,victim,Do they have any relaxation for students in submitting the fees?,,,,
3245,28,counselor,It's absolutely free for all.,,,,
3245,29,victim,"Oh really, that's nice. Thanks for your help Rakshak I will catch you later. ",,,,
3245,30,counselor,"Thanks for visiting us at, Rakshak. Kindly keep yourself updated with the latest cybercrime news and safety tips with Cyber Dost https://twitter.com/Cyberdost. Have a great day ahead! ",,,,
3246,0,counselor,Rakshak welcomes you here in a safe and secure environment.,,,,
3246,1,victim,"I am so disturbed, please help me Rakshak. ","I am so disturbed, please help me Rakshak. ",,,
3246,2,counselor,Please calm down and have patience. We are here to assist you in every possible way. Would you please be comfortable sharing that who is interacting with Rakshak?,,,,
3246,3,victim,I am <person_name> and I am <person_age> years old.,,,,
3246,4,counselor,"Hi <person_name>, would you please share your issue in detail to assist you in a better way? ",please share your issue in detail ,,,
3246,5,victim,I was very closed to my brother's friend. We are intimated but that mother-fucker refusing to marry me but still want to play with my body.,,,We are intimated but that mother-fucker refusing to marry me but still want to play with my body.,
3246,6,counselor,It's really disgusting. Please keep calm. You are not alone here. Would you please be comfortable sharing that for how long you have been facing this issue?,It's really disgusting,You are not alone here.,,
